case_id,set_id,author_ids,author_names,train,test,val
2,11,"[30, 98]","H.G. Wells,Wilkie Collins","[1627, 39162, 7893, 170, 1917, 524, 159, 1586, 583, 7308, 718, 1013, 1625, 1059, 12163, 35338, 155, 1264, 1438, 35920, 1622, 7891, 43092, 780, 14060, 1630, 1975, 66409]","[5230, 1047, 1587, 36, 1895, 35, 3606, 7894]","[4605, 775, 34962, 888]"
2,12,"[2957, 30]","Mary Elizabeth Braddon,H.G. Wells","[35485, 34542, 57405, 9189, 35338, 8954, 1013, 9475, 50037, 12163, 1059, 39162, 9052, 54247, 159, 36, 26238, 1047, 14060, 48021, 17801, 50676, 35920, 780, 66409, 775, 7308, 41374]","[524, 1264, 34962, 718, 11720, 67237, 48020, 9362]","[35, 68040, 9377, 5230]"
2,13,"[28, 324]","Nathaniel Hawthorne,Anthony Trollope","[30100, 23000, 976, 18000, 3409, 1926, 2181, 7085, 9258, 9256, 24103, 7183, 2081, 3045, 18640, 9257, 9251, 2158, 5231, 9247, 30376, 9237, 77, 2860, 5140, 7381, 19500, 3166]","[7372, 5897, 2182, 25579, 33500, 64944, 58558, 25344]","[32242, 7119, 4599, 619]"
2,14,"[260, 30]","Oliver Optic,H.G. Wells","[24554, 65552, 23351, 15920, 34962, 36, 21901, 26653, 44950, 24124, 24866, 35, 7308, 18579, 24252, 1047, 35920, 66409, 35338, 780, 18678, 159, 24631, 1264, 718, 39162, 524, 15540]","[1059, 14060, 484, 775, 12163, 24775, 14595, 18264]","[52978, 5230, 23758, 1013]"
2,15,"[365, 1321]","Henry Rider Haggard,Marie Corelli","[18449, 67113, 4653, 2857, 2166, 1711, 8184, 5165, 66320, 61716, 1848, 5174, 1368, 4394, 1690, 5746, 5228, 3823, 2721, 6921, 2769, 42332, 4285, 2722, 59780, 64152, 53097, 711]","[2841, 4251, 5079, 59422, 68771, 3155, 9780, 5114]","[3831, 6769, 5745, 4360]"
2,16,"[2957, 28]","Mary Elizabeth Braddon,Nathaniel Hawthorne","[9257, 48020, 9052, 9362, 57405, 54247, 9247, 9475, 7183, 64944, 50037, 32242, 26238, 25344, 976, 8954, 7119, 7085, 50676, 9189, 2181, 9251, 9377, 68040, 30376, 9256, 9258, 11720]","[48021, 2081, 2182, 17801, 7372, 67237, 77, 34542]","[41374, 9237, 1926, 35485]"
2,17,"[102, 53]","Louisa May Alcott,Mark Twain","[3499, 36221, 3174, 86, 8525, 40682, 4770, 1837, 2788, 3178, 1086, 40683, 74, 2874, 91, 3190, 3189, 8694, 60900, 57321, 119, 514, 61522, 8677, 2726, 2786, 5830, 3795]","[8188, 26041, 3179, 93, 2787, 2804, 76, 3180]","[102, 1044, 54212, 28203]"
2,18,"[28, 324]","Nathaniel Hawthorne,Anthony Trollope","[25579, 5231, 1926, 3166, 9257, 3045, 33500, 7119, 7085, 4599, 7372, 5140, 5897, 2181, 30376, 23000, 32242, 58558, 9256, 9251, 19500, 976, 2860, 9258, 18000, 64944, 25344, 24103]","[9237, 2081, 7183, 619, 30100, 2158, 9247, 3409]","[18640, 7381, 77, 2182]"
2,19,"[30, 365]","H.G. Wells,Henry Rider Haggard","[2166, 12163, 34962, 1690, 1368, 14060, 6769, 5228, 2769, 39162, 8184, 7308, 2721, 2722, 5745, 1848, 35338, 2857, 1047, 5174, 159, 35920, 1013, 524, 1059, 1711, 1264, 35]","[5230, 9780, 5746, 775, 66409, 59422, 36, 2841]","[780, 3155, 711, 718]"
2,20,"[8949, 2957]","James Grant,Mary Elizabeth Braddon","[54919, 11720, 65294, 68040, 67237, 41374, 64836, 57405, 68790, 65415, 55527, 9377, 9052, 9362, 9189, 55528, 50676, 48021, 68789, 54593, 65080, 50037, 68293, 35485, 54921, 54918, 54920, 8954]","[54247, 26238, 68294, 55179, 9475, 34542, 65932, 64254]","[67228, 17801, 48020, 65393]"
2,21,"[30, 53]","H.G. Wells,Mark Twain","[60900, 1837, 35, 93, 5230, 3174, 7308, 35338, 66409, 86, 3190, 775, 3178, 3179, 76, 524, 12163, 91, 35920, 119, 8525, 3189, 718, 159, 34962, 3180, 1013, 780]","[2874, 14060, 1044, 102, 1047, 74, 39162, 36]","[1264, 1059, 1086, 61522]"
2,22,"[2957, 69]","Mary Elizabeth Braddon,Arthur Conan Doyle","[2347, 8394, 2345, 8954, 2350, 13152, 41374, 537, 2349, 67237, 34542, 54247, 50037, 1644, 57405, 50676, 2845, 17801, 2344, 423, 26238, 48020, 9377, 5148, 38443, 9189, 35485, 356]","[11247, 11720, 1661, 244, 9475, 2348, 48021, 68040]","[9504, 9052, 9362, 2343]"
2,23,"[1321, 324]","Marie Corelli,Anthony Trollope","[5114, 2860, 5897, 18640, 6921, 64152, 3045, 7381, 3409, 66320, 3831, 2158, 19500, 619, 68771, 4653, 25579, 5165, 4394, 58558, 5231, 18449, 5140, 5079, 53097, 61716, 18000, 4360]","[4251, 23000, 3166, 3823, 24103, 59780, 4599, 42332]","[4285, 67113, 33500, 30100]"
2,24,"[260, 1321]","Oliver Optic,Marie Corelli","[68771, 18579, 52978, 3823, 24866, 67113, 4360, 5079, 15920, 24124, 4285, 4394, 64152, 26653, 24775, 3831, 65552, 61716, 18678, 24554, 4251, 5165, 18449, 24631, 5114, 484, 15540, 24252]","[53097, 23758, 14595, 66320, 23351, 18264, 42332, 6921]","[4653, 21901, 44950, 59780]"
2,25,"[28, 593]","Nathaniel Hawthorne,Bret Harte","[9251, 77, 7085, 2180, 2182, 2277, 7183, 2711, 2310, 2280, 2185, 2286, 2793, 2181, 9256, 2193, 12419, 2794, 1926, 9247, 32242, 2081, 36336, 9257, 2695, 9237, 30376, 2867]","[2279, 2723, 25344, 976, 2178, 7372, 64944, 2858]","[2635, 9258, 7119, 2712]"
2,26,"[1057, 8949]","Fergus Hume,James Grant","[68789, 55528, 65294, 4946, 2868, 26063, 64836, 65415, 55510, 36346, 65080, 55404, 55783, 55960, 54918, 65393, 54921, 56241, 54919, 68293, 68294, 55511, 34835, 54593, 4223, 56177, 41071, 67228]","[64254, 19069, 68790, 54920, 55527, 55311, 55305, 24769]","[55179, 55831, 65932, 23474]"
2,27,"[30, 28]","H.G. Wells,Nathaniel Hawthorne","[1926, 5230, 14060, 9237, 9251, 9247, 2181, 32242, 7183, 976, 35, 39162, 7308, 718, 159, 77, 1047, 9258, 7372, 1264, 35338, 35920, 9256, 34962, 64944, 780, 2182, 36]","[30376, 9257, 7119, 1013, 12163, 25344, 1059, 66409]","[524, 2081, 7085, 775]"
2,28,"[979, 28]","John Kendrick Bangs,Nathaniel Hawthorne","[9247, 30376, 976, 39871, 20559, 33623, 2618, 9258, 33432, 35302, 7372, 7183, 18881, 6995, 34465, 77, 9257, 7119, 28069, 3162, 64944, 2081, 1926, 24130, 39682, 9237, 25344, 4930]","[3169, 2181, 32242, 18207, 7085, 3324, 9256, 35374]","[30853, 8377, 9251, 2182]"
2,29,"[120, 963]","Jack London,Margaret Oliphant","[1161, 1164, 52756, 1075, 215, 2416, 28006, 55155, 5737, 1163, 59759, 60018, 2152, 21970, 66376, 1160, 53744, 48197, 52060, 6455, 53583, 746, 63902, 28629, 2377, 48199, 1056, 54841]","[65935, 41286, 310, 11521, 21971, 1449, 59918, 1074]","[910, 10052, 1162, 29890]"
2,30,"[260, 125]","Oliver Optic,Joseph Conrad","[24554, 5658, 18579, 23351, 6378, 527, 18678, 52978, 525, 484, 495, 24866, 21901, 65552, 720, 2480, 974, 17731, 24124, 15540, 23758, 66156, 1058, 1083, 638, 220, 24631, 18264]","[1142, 451, 14595, 493, 24775, 1055, 24252, 44950]","[219, 2021, 15920, 26653]"
2,31,"[2957, 963]","Mary Elizabeth Braddon,Margaret Oliphant","[52756, 54841, 54247, 52060, 50037, 48021, 28629, 26238, 41374, 48197, 48020, 11521, 63902, 35485, 48199, 53583, 57405, 53744, 34542, 60018, 29890, 9052, 9362, 59759, 9189, 10052, 9377, 9475]","[8954, 50676, 67237, 55155, 17801, 65935, 59918, 28006]","[66376, 68040, 41286, 11720]"
2,32,"[1057, 2957]","Fergus Hume,Mary Elizabeth Braddon","[48020, 34542, 55783, 9189, 55831, 50676, 17801, 55404, 68040, 41374, 23474, 55511, 9362, 2868, 67237, 4946, 54247, 19069, 24769, 55305, 26238, 36346, 34835, 8954, 55960, 9377, 56241, 9475]","[11720, 56177, 57405, 55510, 55311, 9052, 26063, 50037]","[48021, 4223, 35485, 41071]"
2,33,"[120, 28]","Jack London,Nathaniel Hawthorne","[2182, 32242, 5737, 1160, 1056, 9258, 7119, 2377, 6455, 2181, 64944, 1074, 2152, 21971, 9256, 7085, 746, 2081, 1926, 1163, 9247, 25344, 1164, 77, 9237, 215, 21970, 1075]","[310, 7183, 1449, 910, 7372, 30376, 9251, 1162]","[9257, 2416, 976, 1161]"
2,34,"[1177, 1057]","Mrs Henry Wood,Fergus Hume","[26063, 55510, 36106, 56177, 9192, 2868, 58431, 42200, 58774, 58288, 34835, 55783, 23474, 4223, 55511, 58046, 55404, 58582, 57875, 58086, 55831, 4946, 55960, 34587, 39377, 3322, 36346, 58701]","[39693, 41071, 56241, 15627, 19069, 40418, 55305, 39692]","[55311, 38832, 24769, 16798]"
2,35,"[120, 53]","Jack London,Mark Twain","[1160, 1074, 2377, 746, 119, 60900, 5737, 215, 1164, 6455, 1162, 1161, 3178, 1086, 93, 102, 21971, 8525, 1837, 74, 1163, 3189, 1044, 76, 3190, 1075, 86, 1056]","[1449, 61522, 3179, 2152, 2416, 2874, 910, 3174]","[21970, 91, 310, 3180]"
2,36,"[1057, 593]","Fergus Hume,Bret Harte","[56177, 2794, 55305, 24769, 2712, 56241, 2635, 23474, 36346, 36336, 2193, 2277, 55311, 34835, 2723, 2793, 4223, 4946, 2185, 2695, 2868, 55510, 2310, 41071, 2178, 55511, 2279, 2858]","[26063, 12419, 19069, 55783, 55404, 2867, 2180, 2286]","[2711, 55831, 55960, 2280]"
2,37,"[260, 98]","Oliver Optic,Wilkie Collins","[1438, 7891, 1625, 24124, 24554, 26653, 21901, 23351, 52978, 888, 43092, 24252, 3606, 15920, 18264, 1622, 18579, 7894, 24775, 14595, 1975, 44950, 155, 7893, 583, 24631, 1586, 1917]","[484, 15540, 24866, 1895, 4605, 1627, 23758, 170]","[65552, 18678, 1630, 1587]"
2,38,"[28, 365]","Nathaniel Hawthorne,Henry Rider Haggard","[30376, 9258, 9257, 77, 711, 9247, 1926, 7372, 1690, 64944, 9256, 1848, 25344, 2181, 1711, 5745, 7085, 8184, 7183, 3155, 1368, 5746, 9237, 5228, 2769, 2166, 2722, 59422]","[2081, 7119, 5174, 976, 32242, 2857, 2721, 2841]","[9780, 9251, 2182, 6769]"
2,39,"[260, 125]","Oliver Optic,Joseph Conrad","[15540, 24775, 23351, 219, 52978, 1055, 2021, 18264, 495, 17731, 974, 24124, 2480, 493, 21901, 638, 6378, 1142, 23758, 5658, 24554, 44950, 527, 24252, 14595, 484, 18579, 451]","[18678, 66156, 24631, 720, 26653, 525, 15920, 1083]","[1058, 24866, 65552, 220]"
2,40,"[53, 69]","Mark Twain,Arthur Conan Doyle","[2349, 2344, 2874, 1044, 2343, 8525, 1661, 38443, 356, 2348, 3174, 3180, 86, 3190, 3178, 2347, 1086, 2845, 11247, 13152, 61522, 2350, 76, 119, 1837, 8394, 244, 91]","[93, 60900, 423, 3179, 9504, 537, 74, 5148]","[3189, 102, 2345, 1644]"
2,41,"[593, 1321]","Bret Harte,Marie Corelli","[4285, 53097, 2712, 42332, 2178, 3831, 2193, 2695, 18449, 2180, 4360, 2794, 59780, 5114, 2858, 2635, 4394, 2793, 2277, 2867, 64152, 66320, 4251, 68771, 12419, 61716, 2310, 2286]","[4653, 36336, 6921, 5165, 2279, 67113, 2185, 2280]","[5079, 2711, 3823, 2723]"
2,42,"[30, 125]","H.G. Wells,Joseph Conrad","[36, 2021, 527, 219, 220, 1013, 1264, 7308, 974, 34962, 495, 35338, 493, 66409, 1055, 35920, 638, 780, 525, 775, 12163, 451, 1083, 5230, 1047, 1142, 39162, 5658]","[14060, 718, 524, 1059, 2480, 720, 6378, 17731]","[159, 66156, 1058, 35]"
2,43,"[1177, 28]","Mrs Henry Wood,Nathaniel Hawthorne","[58086, 7085, 64944, 9256, 2081, 9247, 57875, 9258, 58288, 9237, 58582, 7183, 9257, 2182, 32242, 9251, 15627, 36106, 976, 58774, 39692, 58046, 3322, 34587, 30376, 9192, 40418, 39377]","[38832, 77, 2181, 1926, 39693, 7119, 58431, 58701]","[42200, 7372, 16798, 25344]"
2,44,"[1057, 102]","Fergus Hume,Louisa May Alcott","[57321, 23474, 54212, 36221, 3795, 55783, 2726, 3499, 8677, 28203, 36346, 24769, 514, 55960, 40683, 55404, 41071, 55311, 55510, 2786, 55511, 2788, 4770, 56241, 26041, 4223, 2868, 56177]","[5830, 2804, 8694, 55831, 34835, 8188, 19069, 4946]","[2787, 26063, 40682, 55305]"
2,45,"[324, 73]","Anthony Trollope,Frances Hodgson Burnett","[479, 18000, 24103, 3045, 18640, 137, 2514, 25579, 33500, 2860, 506, 15651, 5302, 15651, 17226, 4599, 1550, 37332, 5140, 5231, 5897, 113, 619, 23000, 25725, 460, 9487, 7381]","[19500, 3409, 25810, 146, 58558, 459, 6491, 2158]","[384, 50471, 3166, 30100]"
2,46,"[2957, 98]","Mary Elizabeth Braddon,Wilkie Collins","[3606, 9377, 9475, 35485, 26238, 7893, 54247, 1975, 17801, 170, 9052, 48020, 67237, 1622, 11720, 68040, 1438, 1917, 1625, 50676, 43092, 583, 1895, 7891, 57405, 7894, 1587, 41374]","[50037, 1627, 155, 888, 8954, 9189, 4605, 34542]","[1630, 48021, 9362, 1586]"
2,47,"[53, 1177]","Mark Twain,Mrs Henry Wood","[39377, 3322, 58431, 16798, 3178, 74, 42200, 34587, 60900, 91, 119, 2874, 1044, 58774, 3180, 8525, 3174, 76, 57875, 58288, 58701, 15627, 38832, 58582, 93, 86, 3189, 36106]","[1086, 61522, 3190, 3179, 39692, 9192, 58046, 39693]","[58086, 102, 40418, 1837]"
2,48,"[260, 102]","Oliver Optic,Louisa May Alcott","[24631, 15920, 26653, 52978, 2726, 8694, 2787, 24252, 18678, 36221, 14595, 57321, 24554, 23758, 24775, 24866, 2786, 65552, 54212, 4770, 3795, 18579, 5830, 40682, 514, 18264, 28203, 3499]","[24124, 15540, 2804, 8677, 23351, 40683, 8188, 44950]","[26041, 484, 2788, 21901]"
2,49,"[593, 963]","Bret Harte,Margaret Oliphant","[53583, 63902, 59918, 60018, 2711, 2185, 2712, 53744, 55155, 2286, 2277, 2279, 29890, 2794, 2193, 59759, 2280, 2310, 41286, 48197, 48199, 10052, 52756, 2635, 2867, 65935, 36336, 2858]","[2695, 2178, 66376, 2793, 52060, 11521, 28629, 2180]","[2723, 28006, 54841, 12419]"
2,50,"[260, 2957]","Oliver Optic,Mary Elizabeth Braddon","[8954, 24866, 18264, 9475, 14595, 26653, 23351, 68040, 48020, 17801, 15540, 65552, 35485, 34542, 67237, 9377, 484, 26238, 9362, 24124, 44950, 18678, 23758, 24775, 11720, 18579, 9052, 48021]","[9189, 50037, 52978, 15920, 57405, 24252, 54247, 24554]","[41374, 24631, 21901, 50676]"
4,1,"[324, 963, 1321, 1057]","Anthony Trollope,Margaret Oliphant,Marie Corelli,Fergus Hume","[64152, 41071, 23000, 29890, 63902, 5114, 5165, 66320, 4599, 68771, 55404, 2158, 48199, 59759, 59780, 61716, 5140, 3045, 3166, 6921, 67113, 26063, 30100, 56177, 36346, 55311, 53097, 60018, 24103, 3831, 18449, 25579, 5079, 41286, 10052, 11521, 53583, 2868, 4653, 19069, 2860, 66376, 48197, 55511, 55960, 33500, 55831, 4223, 28006, 5897, 52060, 3823, 54841, 19500, 55510, 55783, 18640]","[3409, 65935, 23474, 4394, 42332, 5231, 4285, 4360, 24769, 52756, 55305, 55155, 58558, 53744, 619, 4946]","[7381, 34835, 28629, 4251, 18000, 59918, 56241]"
4,2,"[30, 1057, 8949, 69]","H.G. Wells,Fergus Hume,James Grant,Arthur Conan Doyle","[2343, 5148, 55179, 537, 356, 775, 19069, 8394, 55831, 524, 13152, 9504, 718, 2845, 55305, 68293, 1264, 65393, 55511, 14060, 65415, 54918, 2868, 41071, 66409, 1059, 24769, 54593, 64836, 55311, 423, 35920, 7308, 159, 65294, 55528, 55960, 1013, 56177, 36346, 12163, 68294, 26063, 244, 2345, 38443, 2347, 54919, 64254, 1644, 35338, 780, 55404, 34835, 2344, 54921, 65080]","[35, 2348, 55527, 2349, 67228, 1661, 11247, 68789, 5230, 36, 34962, 65932, 56241, 4946, 4223, 55510]","[39162, 68790, 54920, 23474, 55783, 2350, 1047]"
4,3,"[8949, 1321, 69, 593]","James Grant,Marie Corelli,Arthur Conan Doyle,Bret Harte","[2349, 5165, 55179, 54918, 11247, 67228, 12419, 2350, 38443, 59780, 13152, 61716, 65393, 5148, 5079, 6921, 64836, 4251, 9504, 2858, 68789, 5114, 2723, 68294, 18449, 2345, 356, 54919, 2347, 53097, 2711, 36336, 4360, 2286, 1644, 68293, 2712, 55528, 2635, 4653, 54593, 42332, 244, 2348, 2794, 2867, 2277, 3823, 55527, 64254, 2845, 67113, 2695, 2180, 1661, 65080, 2310]","[537, 2279, 54920, 68790, 2793, 65932, 4394, 2178, 4285, 2343, 54921, 2185, 3831, 423, 2344, 68771]","[2280, 66320, 64152, 65294, 8394, 2193, 65415]"
4,4,"[1177, 8949, 324, 365]","Mrs Henry Wood,James Grant,Anthony Trollope,Henry Rider Haggard","[39692, 59422, 9780, 42200, 9192, 54921, 68294, 18000, 1848, 39377, 4599, 5746, 67228, 2158, 38832, 3322, 68293, 39693, 65415, 65294, 65080, 5745, 33500, 24103, 30100, 58558, 57875, 3166, 619, 54918, 55528, 58046, 2166, 58431, 3155, 36106, 711, 5140, 54593, 68790, 1711, 5897, 15627, 65932, 2857, 54919, 55527, 23000, 40418, 16798, 7381, 6769, 2722, 5174, 2721, 68789, 3409]","[58086, 1690, 3045, 25579, 64836, 54920, 64254, 2860, 58701, 58582, 34587, 5228, 55179, 1368, 5231, 8184]","[65393, 18640, 2769, 58288, 2841, 19500, 58774]"
4,5,"[1177, 324, 963, 30]","Mrs Henry Wood,Anthony Trollope,Margaret Oliphant,H.G. Wells","[3322, 718, 12163, 25579, 66409, 29890, 15627, 11521, 58086, 28629, 58431, 53744, 35920, 59759, 35, 28006, 52756, 5897, 63902, 775, 23000, 7381, 54841, 53583, 19500, 39693, 58046, 35338, 48199, 10052, 5230, 2158, 4599, 5231, 57875, 780, 34587, 33500, 36, 9192, 1264, 58774, 58582, 59918, 52060, 58701, 58558, 58288, 30100, 39377, 39162, 2860, 34962, 3166, 24103, 524, 1013]","[66376, 41286, 18640, 39692, 14060, 60018, 3045, 1059, 1047, 159, 36106, 16798, 619, 40418, 48197, 18000]","[7308, 3409, 55155, 65935, 5140, 42200, 38832]"
4,6,"[98, 125, 73, 963]","Wilkie Collins,Joseph Conrad,Frances Hodgson Burnett,Margaret Oliphant","[1438, 48199, 974, 1630, 1975, 15651, 65935, 10052, 52756, 6491, 11521, 28006, 1083, 6378, 583, 1058, 52060, 527, 17226, 59918, 720, 15651, 25725, 1895, 41286, 1587, 5302, 638, 60018, 59759, 493, 1055, 66156, 220, 4605, 113, 50471, 137, 7893, 63902, 9487, 66376, 1550, 7894, 155, 17731, 53583, 54841, 7891, 43092, 170, 219, 460, 384, 25810, 451, 3606]","[1625, 525, 28629, 55155, 2480, 48197, 1622, 506, 53744, 1627, 2514, 37332, 888, 5658, 2021, 146]","[1586, 495, 1917, 1142, 29890, 459, 479]"
4,7,"[98, 120, 102, 69]","Wilkie Collins,Jack London,Louisa May Alcott,Arthur Conan Doyle","[746, 356, 1164, 2804, 8188, 2345, 1627, 310, 21970, 9504, 7893, 40682, 4770, 1075, 11247, 1661, 3499, 7891, 2726, 1163, 2347, 2787, 2350, 2377, 1917, 43092, 1630, 38443, 1438, 57321, 1056, 40683, 1074, 583, 2349, 2786, 2845, 1895, 888, 13152, 1449, 2416, 7894, 5830, 8677, 4605, 1160, 155, 2343, 28203, 6455, 1622, 54212, 2348, 215, 2152, 2344]","[5737, 8694, 1644, 1587, 1162, 1586, 170, 1975, 423, 3795, 21971, 910, 5148, 8394, 36221, 26041]","[1625, 2788, 537, 3606, 514, 244, 1161]"
4,8,"[260, 1057, 365, 102]","Oliver Optic,Fergus Hume,Henry Rider Haggard,Louisa May Alcott","[4223, 44950, 55831, 23474, 28203, 3499, 18579, 55311, 2857, 23351, 40682, 2722, 1848, 4946, 14595, 5228, 55783, 52978, 19069, 24252, 1368, 24775, 21901, 4770, 36346, 6769, 1711, 8188, 3155, 18678, 40683, 8184, 2868, 56241, 2726, 2769, 18264, 5745, 36221, 41071, 2804, 24554, 711, 2788, 3795, 57321, 2841, 8677, 2166, 55305, 514, 23758, 24866, 15540, 24769, 55510, 65552]","[5746, 9780, 484, 2786, 2787, 54212, 1690, 24631, 5830, 26653, 34835, 56177, 15920, 55511, 2721, 55960]","[26041, 26063, 5174, 59422, 24124, 8694, 55404]"
4,9,"[2957, 102, 1321, 125]","Mary Elizabeth Braddon,Louisa May Alcott,Marie Corelli,Joseph Conrad","[974, 67113, 54212, 35485, 2021, 638, 48021, 64152, 66156, 68771, 9475, 26041, 8694, 34542, 2786, 5165, 4394, 2788, 11720, 1083, 68040, 61716, 219, 720, 9377, 57321, 36221, 5114, 493, 26238, 6378, 525, 4653, 3831, 17801, 8677, 1058, 59780, 67237, 495, 50676, 514, 2804, 53097, 3823, 5658, 2480, 57405, 4770, 3795, 3499, 4285, 4251, 50037, 40682, 9052, 2726]","[66320, 2787, 5830, 48020, 1055, 42332, 54247, 18449, 9189, 527, 8188, 5079, 220, 8954, 1142, 40683]","[17731, 9362, 28203, 4360, 6921, 41374, 451]"
4,10,"[979, 30, 963, 125]","John Kendrick Bangs,H.G. Wells,Margaret Oliphant,Joseph Conrad","[66376, 1047, 65935, 1059, 30853, 638, 1058, 1083, 2021, 2480, 14060, 35920, 28006, 1264, 3162, 11521, 2618, 59759, 525, 220, 48199, 35374, 6995, 20559, 29890, 33432, 527, 5230, 451, 59918, 3169, 54841, 53744, 6378, 52060, 8377, 36, 66409, 780, 7308, 3324, 495, 1013, 718, 35302, 1055, 60018, 39682, 5658, 720, 34465, 52756, 39162, 18207, 775, 28629, 35]","[10052, 41286, 159, 34962, 524, 55155, 18881, 17731, 1142, 493, 12163, 53583, 39871, 24130, 66156, 33623]","[63902, 35338, 974, 48197, 4930, 28069, 219]"
4,11,"[324, 73, 8949, 30]","Anthony Trollope,Frances Hodgson Burnett,James Grant,H.G. Wells","[5897, 775, 1047, 19500, 24103, 6491, 39162, 137, 718, 5302, 17226, 1013, 18640, 68293, 15651, 54921, 15651, 35338, 3166, 54920, 12163, 524, 55528, 113, 68789, 2860, 54919, 23000, 37332, 30100, 2158, 65294, 1264, 25579, 64836, 3045, 33500, 459, 68294, 50471, 64254, 67228, 65080, 460, 14060, 58558, 506, 7308, 7381, 34962, 65932, 146, 5230, 4599, 66409, 54918, 2514]","[780, 25810, 18000, 5231, 68790, 479, 35920, 9487, 55527, 3409, 65393, 5140, 65415, 25725, 1059, 35]","[619, 1550, 159, 36, 54593, 55179, 384]"
